name,opening_hours,amenity,tourism,shop,healthcare,leisure,sport,craft,building,geometry
National Bank,Mo-Tu 09:30-17:00; We-Th 09:30-20:00; Fr 09:30-16:00; Sa 10:00-15:00,bank,,,,,,,,POINT (-73.5439396 45.5470706)
Chico,Mo-We 09:30-18:00; Th-Fr 09:30-21:00; Sa 09:00-17:00; Su 10:00-17:00,,,pet,,,,,,POINT (-73.5428 45.5484418)
La vie en rose entrepôt,Mo-We 10:00-18:00; Th-Fr 10:00-21:00; Sa 10:00-17:00; Su 12:00-17:00,,,clothes,,,,,,POINT (-73.5424581 45.5488557)
Anticafé,No-Su 10:00-23:00,cafe,,,,,,,,POINT (-73.5420479 45.5493232)
Clinique vétérinaire de Maisonneuve,Mo-Tu 11:00-19:00; We 11:00-18:00; Th 11:00-19:00; Fr 11:00-:18:00,veterinary,,,,,,,,POINT (-73.5416311 45.5499792)
InstaChèques,Mo-Fr 08:00-21:00; Sa 09:00-17:00; Su 11:00-17:00,,,money_lender,,,,,,POINT (-73.5415259 45.5501566)
IParc gestion immobilière,Mo-Tu 09:00-15:00; Th-Fr 09:00-15:00,,,estate_agent,,,,,,POINT (-73.53984680000001 45.5527269)
Les gourmandises de Marie-Antoinette,Tu-We 07:00-18:00; Th-Fr 07:00-19:00; Sa-Su 08:00-18:00,,,bakery,,,,,,POINT (-73.53976059999999 45.5528628)
Ngoc-Yen Chau familiprix,Mo-Fr 09:30-19:00; Sa 10:00-16:00,pharmacy,,,pharmacy,,,,,POINT (-73.5430192 45.5482343)
Burrito Revolucion,Mo-We 11:00-22:00; Th-Sa 11:00-23:00; Su 11:00-22:00,restaurant,,,,,,,,POINT (-73.54285640000001 45.5484101)
Clip's 5,Tu-We 11:00-17:00; Th-Fr 11:00-17:30; Sa 11:00-17:00,,,hairdresser,,,,,,POINT (-73.5423188 45.5489725)
Pharmacie Hélène Massicotte Inc,Mo-We 09:00-18:00; Th 09:00-20:00; Fr 09:00-18:00; Sa 10:00-14:00,cafe,,,,,,,,POINT (-73.54210430000001 45.5492407)
SAQ,Mo-We 10:00-20:00; Th-Fr 10:00-21:00; Sa 10:00-20:00; Su 12:00-20:00,,,alcohol,,,,,,POINT (-73.5418244 45.5497993)
Monsieur Smith,Mo-Su 16:00-03:00,bar,,,,,,,,POINT (-73.5415603 45.5500901)
Salon Julie-Anne,Mo-We 10:30-17:00; Th-Fr 10:30-19:00,,,hairdresser,,,,,,POINT (-73.5398156 45.5527731)
La Taqueria,Mo-We 12:00-21:00; Th-Fr 12:00-22:00; Sa-Su 12:00-21:00,restaurant,,,,,,,,POINT (-73.5440942 45.5457012)
L'Espace public,Mo-Su 15:00-03:00,pub,,,,,,,,POINT (-73.54438260000001 45.5454394)
Serrurier Sirois inc.,Mo-We 09:00-17:00; Th-Fr 09:00-18:00; Sa-Su off,,,,,,,locksmith,,POINT (-73.54189049999999 45.5490094)
Mega bulles,Mo-Su 08:45-19:00,,,laundry,,,,,,POINT (-73.5399113 45.5520266)
Piri Piri,"Mo-Su 11:00-22:00; Fr,Sa 11:00-22:30",restaurant,,,,,,,,POINT (-73.5439841 45.5467757)
Dollarama,Mo-Fr 09:00-21:00; Sa-Su 09:00-17:00,,,variety_store,,,,,,POINT (-73.5423522 45.5484479)
Noursac,Mo-We 09:00-18:00; Th-Fr 09:00-20:00; Sa 09:00-17:00; Su off,,,bag,,,,,,POINT (-73.54151109999999 45.549577)
Pikottine,Mo-We 10:00-18:00; Th-Fr 10:00-21:00; Sa-Su 10:00-17:00,,,gift,,,,,,POINT (-73.5424616 45.548341)
Bistro La Cervoise,Mo 17:00+; Tu off; We-Fr 12:00+; Sa-Su 17:00+,bar,,,,,,,,POINT (-73.5417491 45.5492331)
Couture,Mo-We 09:00-17:30; Th-Fr 09:00-16:00; Sa-Su 09:00-17:30,car_wash,,,,,,,,POINT (-73.5398483 45.5521353)
Ria,Mo-Tu 09:00-18:00; We 09:00-19:00; Th-Fr 09:00-21:00; Sa 09:00-17:00; Su off,,,money_lender,,,,,,POINT (-73.5413499 45.5498375)
Soleil d'or,Mo-We 08:00-20:00; Th-Fr 08:00-21:00; Sa-Su 09:00-17:00,,,beauty,,,,,,POINT (-73.5412738 45.5499606)
Koodo,Mo-We 10:00-18:00; Th-Fr 10:00-20:00; Sa 10:00-17:00; Su 11:00-17:00,,,mobile_phone,,,,,,POINT (-73.5413963 45.5497738)
Fruits du jour,"Mo-We 08:00-19:00; Th,Fr 08:00-21:00; Sa 08:00-18:00; Su 09:00-18:00",,,greengrocer,,,,,,POINT (-73.54391409999999 45.5468984)
Evasia,Mo-We 10:00-18:00; Th-Fr 10:00-20:00; Sa-Su 10:00-17:00,,,florist,,,,,,POINT (-73.54182950000001 45.5490769)
H&R Block,Fr 12:00-18:00,,,,,,,,,POINT (-73.54249249999999 45.5482774)
Annabelle Meubles,Mo-We 11:00-18:00; Th-Fr 11:00-19:00,,,bed,,,,,,POINT (-73.5413083 45.5498994)
Vidéotron,Mo-We 10:00-20:00; Th-Fr 10:00-21:00; Sa-Su 10:00-20:00,,,mobile_phone,,,,,,POINT (-73.5414237 45.5497078)
Comptant Ontario,Mo-Fr 09:00-21:00; Sa-Su 10:00-17:00,,,pawnbroker,,,,,,POINT (-73.5417885 45.5491481)
Lunetterie Milot,Mo-We 09:30-17:30; Th 09:30-21:00; Fr 09:30-17:30; Sa off; Su off,,,optician,,,,,,POINT (-73.5449962 45.5445054)
Nettoyeur Popote Jr,Mo-We 08:00-18:00; Th-Fr 08:00-19:00; Sa 08:00-17:00; Su off,,,dry_cleaning,,,,,,POINT (-73.5450704 45.5444134)
La Québécoise,Mo-We 11:00-21:00; Th-Sa 09:00-21:00; Su 10:00-21:00,fast_food,,,,,,,,POINT (-73.5451113 45.5443432)
Jean Coutu,Mo-Sa 09:00-22:00; Su 10:00-22:00,pharmacy,,,pharmacy,,,,,POINT (-73.54527400000001 45.543734)
L'Aubainerie (entrepôt),Mo-We 09:30-18:00; Th-Fr 09:30-21:00; Sa-Su 09:00-17:00,,,clothes,,,,,,POINT (-73.54467940000001 45.543556)
Cremobec,Th-Fr 17:00-21:00; Sa-Su 13:00-21:00,ice_cream,,,,,,,,POINT (-73.54176270000001 45.5492053)
Pizza Pizza,Mo-Sa 11:00-01:00,fast_food,,,,,,,,POINT (-73.5447666 45.5449138)
La Fabrique Arhoma,"Mo-Fr 06:00-19:00; Sa,Su 06:00-18:00",,,bakery,,,,,,POINT (-73.5593488 45.5256956)
Concept Plus Promotions,Mo-Th 09:00-17:00; Fr 09:00-13:00,,,,,,,,,POINT (-73.6636924 45.4902165)
Divine Chocolatier,Mo-Fr 10:00-18:00; Sa 10:00-17:00; Su 12:00-17:00,,,chocolate,,,,,,POINT (-73.5787457 45.4984813)
Délires du Terroir,"Mo 11:00-19:00, Tu 11:00-19:00, We 11:00-21:00, Th 11:00-21:00, Fr 11:00-21:00, Sa 11:00-21:00, Su 11:00-19:00",,,,,,,,,POINT (-73.6028252 45.5358377)
Bistro Tôt ou Tard,Mo-Su 07:00-22:00,restaurant,,,,,,,,POINT (-73.56659639999999 45.521656)
L'Avenue,Mo-Su 08:00-16:00,restaurant,,,,,,,,POINT (-73.5802461 45.5266741)
Un Amour des Thés,Mo-Fr 09:00-18:00; Sa 09:00-17:00; Su 11:00-17:00,,,tea,,,,,,POINT (-73.6083191 45.5203098)
Kama pigments,MO-WE 9:00-17:00 TH-FR 9:00-20:00 SSA-SU 10:00-17:00,,,art,,,,,,POINT (-73.6170571 45.5424359)
Banque Laurentienne,"Mo-We,Fr 10:00-15:00, Th 10:00-19:00",bank,,,,,,,,POINT (-73.5789762 45.5280406)
Newlook Lunetterie,Mo-Tu 09:30-18:00;We-Fr 09:30-21:00;Sa 09:00-17:00,,,optician,,,,,,POINT (-73.5780041 45.5295737)
Diabolissmo,"Mo, Tu 10:30-19:00; Th, Fr 10:30-20:00; Sa 10:30-18:00; Su 12:00-18:00",,,pasta,,,,,,POINT (-73.57770650000001 45.5293902)
Chausseures Rossini,"Mo-We 10:00-18:00; Th, Fr 10:00-21:00; Sa, Su 10:00-17:00",,,shoes,,,,,,POINT (-73.57767149999999 45.5294189)
Piazzédelic,"Mo-Su 11:30-23:00, 09:00-18:00; Fr 11:30-00:00",restaurant,,,,,,,,POINT (-73.5777788 45.529322)
Terrafolia Flowers,Mo-Fr 09:00-18:00; Sa 09:00-17:00; Su 11:00-16:00,,,florist,,,,,,POINT (-73.7981236 45.4870477)
Première Moisson,"Mo-We, Sa 07:00-19:30; Th-Fr 07:00-21:00; Su 07:00-19:00",,,bakery,,,,,,POINT (-73.5805752 45.5262772)
Station de réparations de vélos,24/7,bicycle_repair_station,,bicycle,,,,,,POINT (-73.8866733 45.6881901)
Fruits du jour,"Mo-We 07:00-20:00, 09:00-18:00; Th, Fr 07:00-21:00; Sa 07:00-19:00; Su 08:00-19:00",,,greengrocer,,,,,,POINT (-73.5752657 45.5324029)
Le Trunkshop Boutique,"Mo-We 11:00-18:00; Th, Fr 11:00-20:00; Sa 11:00-18:00; Su 11:00-17:00",,,clothes,,,,,,POINT (-73.58422400000001 45.5226041)
Copper Branch,Mo-We 07:00-22:00; Th-Fr 07:00-23:00; Sa 08:00-23:00; Su 08:00-22:00,restaurant,,,,,,caterer,,POINT (-73.57527450000001 45.4962086)
Clinique Azur,24/7,clinic,,,clinic,,,,,POINT (-73.4873553 45.4993306)
Pains-Et-Saveurs,Mo-We 07:30-19:00; Th-Fr 07:30-20:00; Sa 07:30-18:00; Su 07:30-17:00,,,bakery,,,,,,POINT (-73.4771516 45.478936)
Hoya,Tu-Fr 11:30-22:00; Sa-Su 17:00-22:00,restaurant,,,,,,,,POINT (-73.5836218 45.5229494)
Bibliothèque à livres ouverts,"Mo,We 13:00-20:00; Tu-Su 13:00-18:00; Sa off",library,,,,,,,,POINT (-73.56189500000001 45.5243927)
Centre communautaire LGBTQ+ de Montréal,"Mo,We 13:00-20:00; Tu-Su 13:00-18:00; Sa off",community_centre,,,,,,,,POINT (-73.5617495 45.5243095)
Ekkip,Mo-We 10:00-18:00; Th-Fr 10:00-21:00; Sa 10:00-17:00; Su 11:00-17:00,,,bicycle,,,,,,POINT (-73.57875730000001 45.5286826)
Caisse Desjardins du Coeur-de-l'Île,Mo-Fr 09:00-17:00; We-Th 09:00-20:00,bank,,,,,,,,POINT (-73.5729066 45.5510794)
Chez Baptiste,14:00-03:00,pub,,,,,,,,POINT (-73.5794758 45.5279137)
Ho Guom,"Su-Tu, Th 10:30-21:30; Fr-Sa 10:30-22:00",restaurant,,,,,,,,POINT (-73.6051116 45.5502642)
Jacop Autos,Mo-Fr 08:00-18:00; Sa 08:00-16:00,,,car,,,,,,POINT (-73.7451664 45.5847612)
Médiathèque Guy-L.-Coté,Tu-Fr 09:30-17:00,library,,,,,,,,POINT (-73.56271719999999 45.5138164)
Banquise,24/7,restaurant,,,,,,,,POINT (-73.5747588 45.5253566)
Léché Desserts,"Mo-Fr 08:00-18:00; Sa,Su 09:00-17:00",cafe,,,,,,,,POINT (-73.59218660000001 45.4741901)
Temps libre.coop,Mo-Fr 10:00-17:00,cafe,,,,,,,,POINT (-73.5978527 45.5282164)
Pharmaprix,24/7,pharmacy,,,pharmacy,,,,,POINT (-73.74968389999999 45.5435465)
Station de réparations de vélos,24/7,bicycle_repair_station,,bicycle,,,,,,POINT (-73.6734115 45.5576397)
Gingko,Mo-Su 07:00-03:00,cafe,,,,,,,,POINT (-73.5609613 45.5127892)
Stella Pizzeria,Su-We 11:30-22:00; Th-Sa 11:30-23:00,restaurant,,,,,,,,POINT (-73.5840322 45.5334098)
Fromagerie Atwater du Centre-sud,"Mo-Fr 09:00-19:00; Sa,Su 09:00-18:00",,,cheese,,,,,,POINT (-73.5620687 45.5219214)
"Brossard, QC Supercharger",24/7,charging_station,,,,,,,,POINT (-73.44109570000001 45.4419825)
La Meunerie urbaine,We-Fr 08:00-18:00; Sa-Su 08:00-17:00,,,bakery,,,,,,POINT (-73.6284102 45.4697889)
Perko café,Mo-Fr 07:00-21:00; Sa-Su 8:00-18:00,cafe,,,,,,,,POINT (-73.62149669999999 45.54386)
J'aime Mes Dents,"Mo-Th 09:00-17:00,Fr 09:00-15:30",,,,,,,,,POINT (-73.60624610000001 45.4770506)
A&W,24/7,fast_food,,,,,,,,POINT (-73.8180435 45.4615527)
Imagine,Mo-Su 10:30-18:30,cafe,,,,,,,,POINT (-73.5811889 45.5183807)
Mayfair,Mo-Su 17:00-03:00,bar,,,,,,,,POINT (-73.5777338 45.5225038)
Lavanderia,Tu-Su 11:30-23:00,restaurant,,,,,,,,POINT (-73.6027552 45.4784431)
Elda’s Bistro,Tu-Su 11:00-22:00,restaurant,,,,,,,,POINT (-73.5948786 45.5238489)
Mélisse,"Mo-Tu 07:30-15:00; We-Fr 07:30-14:30, 17:30-22:00; Sa 09:00-15:00, 17:30-22:00; Su 09:00-15:00",restaurant,,,,,,,,POINT (-73.5579844 45.498263)
Barley - Bar à céréales,Mo-Su 09:00-16:00,cafe,,,,,,,,POINT (-73.5761389 45.4825106)
Bistro License IV,Mo-We 11:00-24:00; Th-Fr 11:00-01:00; Sa 10:00-01:00; Su 10:00-24:00,restaurant,,,,,,,,POINT (-73.5549108 45.5036202)
Café L’Etincelle,Mo-Fr 07:30-18:00; Sa-Su 09:00-18:00,cafe,,,,,,,,POINT (-73.595214 45.5448822)
Chinoiseries et Dumplings,"Mo,We-Su 11:30-20:30",restaurant,,,,,,,,POINT (-73.5735966 45.5342793)
Foyer du Ramoneur,sunrise-sunset,,,,,,,,,POINT (-73.8026224 45.6123666)
Mauve professional piercing,"Tu-We, Sa 12:00-19:00; Th-Fr 13:00-21:00",,,jewelry,,,,,,POINT (-73.5823814 45.5239154)
H. Fisher and Fils Accessories for tailors,Mo-Fr 07:00-14:00,,,,,,,tailor,,POINT (-73.58103869999999 45.5178521)
,sunrise-sunset,,,,,picnic_table,,,,POINT (-73.80381989999999 45.6142556)
,sunrise-sunset,,,,,picnic_table,,,,POINT (-73.7920731 45.6171087)
Lili et Oli,Sa-Su 08:00-20:00; Mo-Th 07:00-22:00; Fr 07:00-20:00,cafe,,,,,,,,POINT (-73.57719969999999 45.4818273)
Le 5e,"Mo-Fr 10:00-20:00; Sa, Su 09:00-19:00",cafe,,,,,,,,POINT (-73.56748570000001 45.4595239)
Eye Am,"Mo, We, Fr 08:30-18:00; Tu 08:30-20:00; Th 10:00-20:00; Sa 10:00-16:00",,,optician,,,,,,POINT (-73.5643634 45.5425668)
Temps libre Mile-End,Mo-Fr 10:00-17:00,cafe,,,,,,,,POINT (-73.5969504 45.5276494)
Le Royal,Tu-Sa 17:00-03:00,bar,,,,,,,,POINT (-73.5779936 45.5290977)
Café Lali,Su 08:00-16:00; Mo-Fr 07:00-17:00; Sa 08:00-17:00,cafe,,,,,,,,POINT (-73.5688481 45.4877151)
L’Orangerie,Tu-We 00:00-24:00,bar,,,,,,,,POINT (-73.5748396 45.5004966)
Restaurant Speakeasy,Mo-Th 17:00-23:00; Fr 17:00-00:00; Sa 18:00-00:00; Su 18:00-23:00,restaurant,,,,,,,,POINT (-73.55576550000001 45.4995153)
Napa pièces d'auto,"Mo-Fr 08:00-17:30, Sa 08:00-12:00",,,car_parts,,,,,,POINT (-73.57762700000001 45.4630972)
Invitation V,"Mo-Fr 11:30-14:30, Mo-Su 17:30-22:00, Sa-Su 10:30-15:00",restaurant,,,,,,,,POINT (-73.55841770000001 45.5041912)
IGA,Mo-Su 08:00-22:00,,,supermarket,,,,,,POINT (-74.0898758 45.7032585)
Service Canada Centre,Mo-Fr 08:30-16:00,,,,,,,,,POINT (-73.56265500000001 45.5066825)
Steve's Music Store,Mo-We 09:30-18:30; Th-Fr 09:30-21:00; Sa 09:30-17:30; Su 12:00-17:00,,,electronics,,,,,,POINT (-73.5623581 45.5112811)
Service Canada,Mo-Fr 08:30-16:00,,,,,,,,,POINT (-73.61939270000001 45.5272948)
Service Canada,Mo-Fr 08:30-16:00,,,,,,,,,POINT (-73.578529 45.587134)
Service Canada,Mo-Fr 08:30-16:00,,,,,,,,,POINT (-73.5667052 45.4625073)
Service Canada,Mo-Fr 08:30-16:00,,,,,,,,,POINT (-73.631058 45.483966)
Service Canada,Mo-Fr 08:30-16:00,,,,,,,,,POINT (-73.69651949999999 45.5763499)
Passport Office,Mo-Fr 07:30-16:30,,,,,,,,,POINT (-73.70567130000001 45.5809731)
Service Canada,Mo-Fr 08:30-16:00,,,,,,,,,POINT (-73.509068 45.6604195)
Service Canada,Mo-Fr 08:30-16:00,,,,,,,,,POINT (-73.8232792 45.4637429)
Passport Office,Mo-Fr 08:30-16:30; Sa 09:00-16:30,,,,,,,,,POINT (-73.83200890000001 45.4643856)
Service Canada,Mo-Fr 08:30-16:00,,,,,,,,,POINT (-73.6293782 45.7064305)
Service Canada,Mo-Fr 08:30-16:00,,,,,,,,,POINT (-73.7236102 45.3467786)
Service Canada,Mo-Fr 08:30-16:00,,,,,,,,,POINT (-74.0359404 45.4038989)
Bazar café,Tu-Su 00:00-24:00,cafe,,,,,,,,POINT (-73.6061253 45.5326819)
Orange Rouge,"Tu-Fr 11:30-14:30, 17:30-22:30; Sa 17:30-22:30",restaurant,,,,,,,,POINT (-73.5609606 45.5066574)
Provigo,08:00-24:00,,,supermarket,,,,,,POINT (-73.57033269999999 45.4965189)
Caisse Desjardins du Plateau-Mont-Royal,"Mo-We, Fr 10:00-15:00; Th 10:00-20:00",bank,,,,,,,,POINT (-73.5802832 45.5319372)
Chez Tousignant,Tu-Su 11:30-22:00,restaurant,,,,,,,,POINT (-73.6125794 45.5362688)
Randolphe Pub Ludique Rosemont,Mo-Th 16:00-01:00; Fr-Sa 16:00-02:00; Su 10:30-01:00,bar,,,,,,,,POINT (-73.5928284 45.5478162)
Paquebot Cafe,Mo-Fr 07:00-18:00; Sa-Su 09:00-17:00,cafe,,,,,,,,POINT (-73.60112530000001 45.5488153)
Buanderette Légaré,Tu-We 09:00-17:00; Th-Fr 09:00-18:00; Sa-Su 09:00-17:00; Mo closed,,,laundry,,,,,,POINT (-73.5987157 45.5516664)
MaBrasserie,Mo-Tu 15:00-01:00 Fr-Su 11:00-01:00,pub,,,,,,,,POINT (-73.584476 45.5434958)
Grand Mère Poule,Mo-Fr 06:00-15:00; Sa-Su 07:00-15:00,restaurant,,,,,,,,POINT (-73.5913037 45.5490317)
Appart 💛,24/7,,apartment,,,,,,,POINT (-73.6215452 45.5403436)
Honorary Consulate of the Czech Republic,Fr 10:00-12:30,,,,,,,,,POINT (-73.5724855 45.5042153)
SAAQ,Mo-Sa 08:30-16:30,,,,,,,,,POINT (-73.5597374 45.5164441)
Du pain et des roses,Tu-Fr 8:30-18:30; Sa-Su 9:30-17:00; Mo closed,cafe,,,,,,,,POINT (-73.5989886 45.5460695)
Dépanneur 7 étoiles,Mo-Su 8:00-23:00,,,yes,,,,,,POINT (-73.5987502 45.5459596)
Caffe Farina,Mo-Su 07:00-23:00,restaurant,,,,,,,,POINT (-73.5790767 45.4804565)
Pâtisserie de Nancy,Tu-Su 08:00-18:00,,,bakery,,,,,,POINT (-73.6235368 45.4750616)
Pizzéria №900,"Mo-We 11:00-22:00; Th,Fr 11:30-23:00; Sa 11:00-23:00; Su 11:00-22:00",restaurant,,,,,,,,POINT (-73.623102 45.4755708)
Boutique de ski Austrian,Mo-We 10:00-18:00; Th-Fr 10:00-21:00; Sa 10:00-17:00; Su 12:00-17:00,,,ski,,,,,,POINT (-73.6237209 45.4742196)
Chase,Mo-Su 11:00-22:00,restaurant,,,,,,,,POINT (-73.62326710000001 45.474645)
Ophir,Mo-Fr 11:00-18:00; Sa 10:00-17:00; Su 12:00-17:00,,,houseware,,,,,,POINT (-73.62350000000001 45.4745472)
Clinique vétérinaire Monkland,Mo-Th 09:00-20:00; Fr 09:00-18:00; Sa 09:00-15:00,veterinary,,,,,,,,POINT (-73.62855380000001 45.4696524)
Caisse Populaire Desjardins,Mo-Tu 09:00-17:00; We 10:00-20:00; Th 09:00-20:00; Fr 09:00-17:00; Sa 9:00-15:00,bank,,,,,,,,POINT (-73.62536249999999 45.4732203)
Bācaro,Mo-We 11:00-22:00; Th-Su 11:00-23:00,restaurant,,,,,,,,POINT (-73.626109 45.4716309)
Café Centre d’Art,Mo-Fr 9:00-20:00; Sa 9:00-16:00; Su 10:00-16:00,community_centre,,,,,,,,POINT (-73.4561947 45.6113979)
Le frigo vert,Mo-Th 11:00-18:00; Fr-Su closed,,,supermarket,,,,,,POINT (-73.57814569999999 45.4962592)
Riverside,Th-Su 17:00-03:00,bar,,,,,,,,POINT (-73.58831309999999 45.4687963)
Hindusthali,Tu-Sa 17:00-21:30,restaurant,,,,,,,,POINT (-73.5774505 45.5216632)
Boutique Option,Mo-Su 09:00-18:00,,,clothes,,,,,,POINT (-73.81826030000001 45.6153773)
Candi Bar,"We-Sa 16:00-03:00, Su 08:00-03:00",bar,,,,,,,,POINT (-73.5785199 45.5285117)
Salon Osborne,"Mo, Tu 09:00-17:00; We 09:00-18:00; Th, Fr 09:00-19:00; Sa 07:30-15:30",,,hairdresser,,,,,,POINT (-73.57260220000001 45.4484133)
Vision Expert,"Mo, Th 09:00-20:30; Tu, We 09:00-17:30; Fr 09:00-17:00",,,optician,,,,,,POINT (-73.57257989999999 45.4485473)
Café Fréjus,Tu-Su 09:00-21:00,restaurant,,,,,,,,POINT (-73.5725259 45.4493045)
Marché Tondreau,"Mo-Fr 07:00-19:00; Sa, Su 07:00-18:00",,,supermarket,,,,,,POINT (-73.5724283 45.451465)
Restaurant Bingo,Mo-Su 08:00-21:00,restaurant,,,,,,,,POINT (-73.5723946 45.4518972)
Tendance Urbaine,"Tu, We, Sa 10:00-17:00; Th, Fr 10:00-20:00",,,hairdresser,,,,,,POINT (-73.5657033 45.4626933)
Dollorama,"Mo-Fr 09:00-21:00; Sa, Su 09:00-17:00",,,yes,,,,,,POINT (-73.5719333 45.4542633)
Vision Grand Format,Mo-Fr 08:00-17:00,,,copyshop,,,,,,POINT (-73.5725104 45.4516546)
Au Coq,Mo-Su 11:00-23:30+,restaurant,,,,,,,,POINT (-73.57246360000001 45.4521125)
Société bouddhiste du Québec,Mo-Su 11:00-16:00,,,,,,,,,POINT (-73.572095 45.4523122)
Clinique dentaire Matthew,Mo 08:00-19:00; Tu-Th 08:00-18:30; Fr 08:30-16:00; Sa 08:00-14:00,dentist,,,,,,,,POINT (-73.57235489999999 45.4525639)
Le roi du hot-dog,Mo-Su 11:00-23:00,fast_food,,,,,,,,POINT (-73.57202940000001 45.4537016)
Coiffure Rosybel,"Tu, We 10:00-18:00; Th 10:00-19:00; Fr 10:00-20:00; Sa 09:00-17:00",,,hairdresser,,,,,,POINT (-73.57212699999999 45.4557573)
Les crémerie Dairy King,Mo-Su 11:00-23:00,ice_cream,,,,,,,,POINT (-73.57196450000001 45.4537023)
Clinique médicale physergo du sud-ouest,"Mo, Tu, Th 07:00-19:00; We, Fr 07:00-17:00",,,,centre,,,,,POINT (-73.5720117 45.4540533)
Kinesis Santé,Mo-Th 07:00-20:00; Fr 07:00-17:00; Sa 09:00-12:00,,,,,fitness_centre,,,,POINT (-73.57195419999999 45.4545748)
La floret fleuriste,"Mo, Tu, Th, Fr 09:00-18:00; We 09:00-18:30; Sa 09:00-17:00; Su 10:00-15:00",,,florist,,,,,,POINT (-73.57210449999999 45.4552092)
Angry Monkey MMA,"Mo, We, Fr 10:30-21:00; Tu, Th 10:30-21:30; Sa 10:00-14:30",,,,,fitness_centre,,,,POINT (-73.5721072 45.4551313)
Familiprix,Mo-Fr 09:30-18:00; Sa 10:00-15:00,pharmacy,,,pharmacy,,,,,POINT (-73.5721037 45.4552768)
Giunta et Beauchamp inc.,Mo-Fr 09:30-17:30; Sa 09:30-14:00,,,,,,,tailor,,POINT (-73.5721096 45.4559042)
Desjardins Caisse de L'Île-des-Soeurs-Verdun,"Mo, Tu, Fr 09:30-17:00; We, Th 09:30-20:00",bank,,,,,,,,POINT (-73.5721145 45.4558782)
Clinique dentaire Cartier,Mo 08:00-17:00; Tu 12:00-17:00; We 13:00-19:00; Th 08:00-17:00; Fr 08:00-15:30,dentist,,,dentist,,,,,POINT (-73.5720938 45.455978)
Ô'zen Centre de santé,Mo-Su 10:30-21:00,,,massage,,,,,,POINT (-73.5717557 45.4566254)
Graffiti-copie,Mo-Fr 09:00-18:30; Sa 09:30-17:00,,,copyshop,,,,,,POINT (-73.5717446 45.4567034)
Postes Canada,Mo-Fr 09:00-13:00,post_office,,,,,,,,POINT (-73.57064099999999 45.4628138)
C&C,Mo-Su 09:00-21:30,,,supermarket,,,,,,POINT (-73.5720276 45.4572138)
MTLVET,"Mo-Fr 09:00-20:00; Sa, Su 09:00-17:00",veterinary,,,,,,,,POINT (-73.572365 45.4506417)
Jardins Wellington,"Mo-Fr 10:00-22:00; Sa, Su 10:00-21:00",,,supermarket,,,,,,POINT (-73.56733819999999 45.4570211)
Café de la Troisième,"Mo-We 07:30-18:00, Th-Fr 07:30-20:00, Sa-Su 08:00-17:00",cafe,,,,,,,,POINT (-73.56709499999999 45.457361)
La Librairie de Verdun,"Mo-We 09:00-18:00; Th, Fr 09:00-21:00; Sa, Su 09:00-17:00",library,,,,,,,,POINT (-73.56729110000001 45.4574338)
Réunion,"Mo-We 09:00-18:00; Th, Fr 09:00-21:00; Sa, Su 09:00-17:00",,,houseware,,,,,,POINT (-73.56732890000001 45.4573759)
Épicerie LOCO,"Mo-Fr 10:00-20:00; Sa, Su 09:00-19:00",,,supermarket,,,,,,POINT (-73.5674959 45.4596149)
Myriade Cafe,"Mo-We 08:00-19:00; Th, Fr 08:00-21:00; Sa 10:00-19:00; Su 11:00-18:00",cafe,,,,,,,,POINT (-73.57215189999999 45.5005003)
Les Îles en Ville,"Tu-Fr 11:00-22:00; Sa, Su 16:00-22:00",restaurant,,,,,,,,POINT (-73.568073 45.4534478)
Dépanneur Les Saisons,Mo-Su 09:00-23:00,,,convenience,,,,,,POINT (-73.56798120000001 45.4539925)
Sushi Hikaru,"Mo-Th 11:00-21:00; Fr 11:00-22:00; Sa, Su 16:00-21:00",restaurant,,,,,,,,POINT (-73.567949 45.4541434)
Julien Chopin Fourrures,"Mo-We 10:00-18:00; Th, Fr 10:00-20:00; Sa 10:00-17:00",,,clothes,,,,,,POINT (-73.5679379 45.4547919)
Menu sur le Pouce,Mo-Fr 11:00-21:00,restaurant,,,,,,,,POINT (-73.5678947 45.4548413)
Nettoyeur Escompte,"Mo-We 07:30-18:00; Th, Fr 07:30-19:00; Sa 08:00-17:00",,,dry_cleaning,,,,,,POINT (-73.567899 45.4550386)
BJ Pizza,Tu-Sa 11:00-21:00,restaurant,,,,,,,,POINT (-73.9441569 45.5283678)
Salon de barbier Eric,"Tu-We 9:00-17:30, Th 9:00-19:30, Fr 9:00-18:30, Sa 7:30-12:45",,,hairdresser,,,,,,POINT (-73.9431721 45.5283213)
Royal,Mo-Su 11:00-21:30,restaurant,,,,,,,,POINT (-73.5793072 45.5276862)
Odessa Antiquités et Monnaies,Tu-Fr 10:30-19:00;Sa-Su 11:00-17:00,,,antiques,,,,,,POINT (-73.5789094 45.5281092)
Sushi Dépanneur,"Tu-Su 11:00-15:00,16:00-21:00;PH closed",restaurant,,,,,,,,POINT (-73.58019590000001 45.5267254)
Cool & Simple,Mo-Fr 10:00-20:00; Sa-Su 10:00-19:00,,,frozen_food,,,,,,POINT (-73.5793599 45.5276321)
Fido,Mo-We 10:00-18:00;Th-Fr 10:00-21:00;Sa 10:00-18:00;Su 11:00-18:00,,,mobile_phone,,,,,,POINT (-73.57922569999999 45.5277784)
